DOCTYPE,DOCNUM,ITEMNUM,COUNTRY,GRCNAME1,MATERIAL,MTEXT,BRANCH,QUANTITY,SPRICE,GRANDTOTAL,CURRENCY,DUE_DATE,DELIVERED_DATE,DELIVERED_QTY,LATENCY_SHARE,GROUP,Period,GRANDTOTAL_NEW
SD,19080341,200,UK,IFS Global Logistics Ltd,510-0801-01,HVE VALVE ASMM,Non-A,100,759.0,75.9,EUR,2019-09-13,2019-09-13,100,0.0,CHKVLF,2019-09,75.9
SD,19080341,210,UK,IFS Global Logistics Ltd,510-0801-01,HVE VALVE ASMM,Non-A,100,759.0,75.9,EUR,2019-09-13,2019-09-13,100,0.0,CHKVLF,2019-09,75.9
SD,19080341,220,UK,IFS Global Logistics Ltd,510-0801-01,HVE VALVE ASMM,Non-A,100,759.0,75.9,EUR,2019-09-13,2019-09-13,100,0.0,CHKVLF,2019-09,75.9
SD,19090001,40,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0723-00,VALVE-CHECKASY,Non-A,100,5283.0,528.3,USD,2019-09-05,2019-09-05,100,0.0,CHKVLF,2019-09,477.7536625067824
SD,19090001,50,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0723-00,VALVE-CHECKASY,Non-A,100,5283.0,528.3,USD,2019-09-05,2019-09-05,100,0.0,CHKVLF,2019-09,477.7536625067824
SD,19090001,160,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,036-1302-00,ROTALOC FITTING DICHARGE,Non-A,50,3753.0,187.65,USD,2019-09-05,2019-09-05,50,0.0,CHKVLF,2019-09,169.6961475854585
SD,19090046,10,TH,EMERSON ELECTRIC (THAILAND) LIMITED,510-0725-00,VALVE CHECK ASSEMBLY,Non-A,100,6500.0,650.0,USD,2019-10-04,2019-10-04,100,0.0,CHKVLF,2019-10,592.0393478458876
SD,19090046,20,TH,EMERSON ELECTRIC (THAILAND) LIMITED,510-0723-00,VALVE-CHECKASY,Non-A,100,5283.0,528.3,USD,2019-10-04,2019-10-04,100,0.0,CHKVLF,2019-10,481.1913653338191
SD,19090046,30,TH,EMERSON ELECTRIC (THAILAND) LIMITED,510-0717-00,VALVE-CHECKASY,Non-A,100,5043.0,504.3,USD,2019-10-04,2019-10-04,100,0.0,CHKVLF,2019-10,459.3314509518171
SD,19090046,40,TH,EMERSON ELECTRIC (THAILAND) LIMITED,510-0643-00,VALVE-CHECKASY,Non-A,600,3331.0,1998.6,USD,2019-10-04,2019-10-04,600,0.0,CHKVLF,2019-10,1820.3843701612168
SD,19090046,50,TH,EMERSON ELECTRIC (THAILAND) LIMITED,510-0419-00,VALVE-CHECKASY,Non-A,100,4462.0,446.2,USD,2019-10-04,2019-10-04,100,0.0,CHKVLF,2019-10,406.4122415520539
SD,19090046,60,TH,EMERSON ELECTRIC (THAILAND) LIMITED,510-0413-00,VALVE-CHECK ROTALOCK ASSM,Non-A,100,3830.0,383.0,USD,2019-10-04,2019-10-04,100,0.0,CHKVLF,2019-10,348.8478003461153
SD,19090046,120,TH,EMERSON ELECTRIC (THAILAND) LIMITED,036-0829-00,FITTING - DISCHARGE,Non-A,800,3007.0,2405.6,USD,2019-10-04,2019-10-04,800,0.0,CHKVLF,2019-10,2191.0920848893343
SD,19090063,10,USA,Emerson Commercial Residential Solution,510-0817-00,VALVE CHECK ASSM,Non-A,3600,3249.0,11696.4,USD,2019-09-13,2019-09-13,1800,0.0,CHKVLF,2019-09,10541.09589041096
SD,19090112,10,USA,Emerson Commercial Residential Solution,510-0817-00,VALVE CHECK ASSM,Non-A,1800,3249.0,5848.2,USD,2019-09-16,2019-09-30,1800,14.0,CHKVLF,2019-09,5301.604568942073
SD,19090112,20,USA,Emerson Commercial Residential Solution,510-0817-00,VALVE CHECK ASSM,Non-A,5400,3249.0,17544.6,USD,2019-09-16,2019-10-09,1500,6.388888888888889,CHKVLF,2019-09,15904.813706826215
SD,19090112,20,USA,Emerson Commercial Residential Solution,510-0817-00,VALVE CHECK ASSM,Non-A,5400,3249.0,17544.6,USD,2019-09-16,2019-10-09,1800,15.333333333333332,CHKVLF,2019-09,15904.813706826215
SD,19090112,20,USA,Emerson Commercial Residential Solution,510-0817-00,VALVE CHECK ASSM,Non-A,5400,3249.0,17544.6,USD,2019-09-16,2019-10-22,300,2.0,CHKVLF,2019-09,15904.813706826215
SD,19090113,100,USA,Emerson Commercial Residential Solution,503-0946-00,VALVE-LARGE PORT HVE REED ASSM,Non-A,5760,1210.0,6969.6,USD,2019-09-30,2019-09-30,5760,0.0,CHKVLF,2019-09,6400.587749104601
SD,19090114,10,USA,Emerson Commercial Residential Solution,510-0716-00,REED VALVE ASSEMBLY ZH-K1P,Non-A,1920,1248.0,2396.16,USD,2019-10-09,2019-10-09,1920,0.0,CHKVLF,2019-10,2182.096348237865
SD,19090115,30,USA,Emerson Commercial Residential Solution,510-0817-00,VALVE CHECK ASSM,Non-A,5400,3249.0,17544.6,USD,2019-10-21,2019-10-22,500,0.09259259259259259,CHKVLF,2019-10,15702.676094155553
SD,19090115,30,USA,Emerson Commercial Residential Solution,510-0817-00,VALVE CHECK ASSM,Non-A,5400,3249.0,17544.6,USD,2019-10-21,2019-10-22,1300,0.24074074074074073,CHKVLF,2019-10,15702.676094155553
SD,19090115,30,USA,Emerson Commercial Residential Solution,510-0817-00,VALVE CHECK ASSM,Non-A,5400,3249.0,17544.6,USD,2019-10-21,2019-10-22,1800,0.6666666666666666,CHKVLF,2019-10,15702.676094155553
SD,19090116,30,USA,Emerson Commercial Residential Solution,503-0946-00,VALVE-LARGE PORT HVE REED ASSM,Non-A,5760,1210.0,6969.6,USD,2019-10-21,2019-10-22,5760,1.0,CHKVLF,2019-10,6237.894925266267
SD,19090117,40,USA,Emerson Commercial Residential Solution,510-0716-00,REED VALVE ASSEMBLY ZH-K1P,Non-A,1920,1248.0,2396.16,USD,2019-10-28,2019-10-30,1920,2.0,CHKVLF,2019-10,2161.2338775142057
SD,19090117,50,USA,Emerson Commercial Residential Solution,510-0817-00,VALVE CHECK ASSM,Non-A,5400,3249.0,17544.6,USD,2019-10-28,2019-10-30,1800,2.0,CHKVLF,2019-10,15824.479119689726
SD,19090132,40,UK,IFS Global Logistics Ltd,510-0419-00,VALVE-CHECKASY,Non-A,200,3174.0,634.8,EUR,2019-09-13,2019-09-13,200,0.0,CHKVLF,2019-09,634.8
SD,19090133,220,UK,IFS Global Logistics Ltd,036-1302-00,ROTALOC FITTING DICHARGE,Non-A,50,2573.0,128.65,EUR,2019-09-27,2019-09-27,50,0.0,CHKVLF,2019-09,128.65
SD,19090133,270,UK,IFS Global Logistics Ltd,510-0413-00,VALVE-CHECK ROTALOCK ASSM,Non-A,200,2733.0,546.6,EUR,2019-09-27,2019-09-27,200,0.0,CHKVLF,2019-09,546.6
SD,19090133,280,UK,IFS Global Logistics Ltd,510-0413-00,VALVE-CHECK ROTALOCK ASSM,Non-A,200,2733.0,546.6,EUR,2019-09-27,2019-09-27,200,0.0,CHKVLF,2019-09,546.6
SD,19090133,290,UK,IFS Global Logistics Ltd,510-0419-00,VALVE-CHECKASY,Non-A,200,3174.0,634.8,EUR,2019-09-27,2019-09-27,200,0.0,CHKVLF,2019-09,634.8
SD,19090133,300,UK,IFS Global Logistics Ltd,510-0419-00,VALVE-CHECKASY,Non-A,200,3174.0,634.8,EUR,2019-09-27,2019-09-27,200,0.0,CHKVLF,2019-09,634.8
SD,19090133,310,UK,IFS Global Logistics Ltd,510-0419-00,VALVE-CHECKASY,Non-A,200,3174.0,634.8,EUR,2019-09-27,2019-09-27,200,0.0,CHKVLF,2019-09,634.8
SD,19090133,360,UK,IFS Global Logistics Ltd,510-0643-00,VALVE-CHECKASY,Non-A,200,2119.0,423.8,EUR,2019-09-27,2019-09-27,200,0.0,CHKVLF,2019-09,423.8
SD,19090133,370,UK,IFS Global Logistics Ltd,510-0643-00,VALVE-CHECKASY,Non-A,200,2119.0,423.8,EUR,2019-09-27,2019-09-27,200,0.0,CHKVLF,2019-09,423.8
SD,19090133,390,UK,IFS Global Logistics Ltd,510-0723-00,VALVE-CHECKASY,Non-A,50,3969.0,198.45,EUR,2019-09-27,2019-09-27,50,0.0,CHKVLF,2019-09,198.45
SD,19090133,400,UK,IFS Global Logistics Ltd,510-0723-00,VALVE-CHECKASY,Non-A,50,3969.0,198.45,EUR,2019-09-27,2019-09-27,50,0.0,CHKVLF,2019-09,198.45
SD,19090133,410,UK,IFS Global Logistics Ltd,510-0723-00,VALVE-CHECKASY,Non-A,50,3969.0,198.45,EUR,2019-09-27,2019-09-27,50,0.0,CHKVLF,2019-09,198.45
SD,19090133,420,UK,IFS Global Logistics Ltd,510-0724-00,VALVE-HVE REED ASSM,Non-A,300,970.0,291.0,EUR,2019-09-27,2019-09-27,300,0.0,CHKVLF,2019-09,291.0
SD,19090133,430,UK,IFS Global Logistics Ltd,510-0800-01,HVE VALVE ASMM,Non-A,100,1045.0,104.5,EUR,2019-09-27,2019-09-27,100,0.0,CHKVLF,2019-09,104.5
SD,19090133,440,UK,IFS Global Logistics Ltd,510-0800-01,HVE VALVE ASMM,Non-A,100,1045.0,104.5,EUR,2019-09-27,2019-09-27,100,0.0,CHKVLF,2019-09,104.5
SD,19090133,450,UK,IFS Global Logistics Ltd,510-0800-01,HVE VALVE ASMM,Non-A,100,1045.0,104.5,EUR,2019-09-27,2019-09-27,100,0.0,CHKVLF,2019-09,104.5
SD,19090133,460,UK,IFS Global Logistics Ltd,510-0800-01,HVE VALVE ASMM,Non-A,100,1045.0,104.5,EUR,2019-09-27,2019-09-27,100,0.0,CHKVLF,2019-09,104.5
SD,19090133,470,UK,IFS Global Logistics Ltd,510-0800-01,HVE VALVE ASMM,Non-A,100,1045.0,104.5,EUR,2019-09-27,2019-09-27,100,0.0,CHKVLF,2019-09,104.5
SD,19090133,480,UK,IFS Global Logistics Ltd,510-0800-01,HVE VALVE ASMM,Non-A,100,1045.0,104.5,EUR,2019-09-27,2019-09-27,100,0.0,CHKVLF,2019-09,104.5
SD,19090133,490,UK,IFS Global Logistics Ltd,510-0800-01,HVE VALVE ASMM,Non-A,100,1045.0,104.5,EUR,2019-09-27,2019-09-27,100,0.0,CHKVLF,2019-09,104.5
SD,19090133,500,UK,IFS Global Logistics Ltd,510-0801-01,HVE VALVE ASMM,Non-A,100,759.0,75.9,EUR,2019-09-27,2019-09-27,100,0.0,CHKVLF,2019-09,75.9
SD,19090133,510,UK,IFS Global Logistics Ltd,510-0801-01,HVE VALVE ASMM,Non-A,100,759.0,75.9,EUR,2019-09-27,2019-09-27,100,0.0,CHKVLF,2019-09,75.9
SD,19090133,520,UK,IFS Global Logistics Ltd,510-0801-01,HVE VALVE ASMM,Non-A,100,759.0,75.9,EUR,2019-09-27,2019-09-27,100,0.0,CHKVLF,2019-09,75.9
SD,19090206,10,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0644-00,VALVE-CHECK ASY,Non-A,350,3235.0,1132.25,USD,2019-09-16,2019-09-30,350,14.0,CHKVLF,2019-09,1026.4255280572931
SD,19090206,60,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0643-00,VALVE-CHECKASY,Non-A,350,3331.0,1165.85,USD,2019-09-16,2019-09-30,350,14.0,CHKVLF,2019-09,1056.8851418729037
SD,19090206,160,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0644-00,VALVE-CHECK ASY,Non-A,350,3235.0,1132.25,USD,2019-09-16,2019-09-30,350,14.0,CHKVLF,2019-09,1026.4255280572931
SD,19090206,210,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0413-00,VALVE-CHECK ROTALOCK ASSM,Non-A,350,3830.0,1340.5,USD,2019-09-16,2019-09-30,350,14.0,CHKVLF,2019-09,1215.211676185296
SD,19090206,220,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0643-00,VALVE-CHECKASY,Non-A,350,3331.0,1165.85,USD,2019-09-16,2019-09-30,350,14.0,CHKVLF,2019-09,1056.8851418729037
SD,19090206,230,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0644-00,VALVE-CHECK ASY,Non-A,350,3235.0,1132.25,USD,2019-09-16,2019-09-30,350,14.0,CHKVLF,2019-09,1026.4255280572931
SD,19090206,240,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0717-00,VALVE-CHECKASY,Non-A,320,5043.0,1613.76,USD,2019-09-16,2019-09-16,320,0.0,CHKVLF,2019-09,1462.9317378297526
SD,19090206,270,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0644-00,VALVE-CHECK ASY,Non-A,350,3235.0,1132.25,USD,2019-09-16,2019-09-30,350,14.0,CHKVLF,2019-09,1026.4255280572931
SD,19090206,300,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0419-00,VALVE-CHECKASY,Non-A,150,4462.0,669.3,USD,2019-09-16,2019-09-30,150,14.0,CHKVLF,2019-09,606.7446287734566
SD,19090206,310,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0643-00,VALVE-CHECKASY,Non-A,350,3331.0,1165.85,USD,2019-09-16,2019-09-30,350,14.0,CHKVLF,2019-09,1056.8851418729037
SD,19090206,320,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0723-00,VALVE-CHECKASY,Non-A,100,5283.0,528.3,USD,2019-09-16,2019-09-16,100,0.0,CHKVLF,2019-09,478.923035082948
SD,19090206,340,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0717-00,VALVE-CHECKASY,Non-A,160,5043.0,806.88,USD,2019-09-16,2019-09-30,160,14.0,CHKVLF,2019-09,731.4658689148763
SD,19090206,350,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0671-00,VALVE-CHECKASY,Non-A,520,5283.0,2747.16,USD,2019-09-16,2019-09-30,520,14.0,CHKVLF,2019-09,2490.3997824313296
SD,19090206,360,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0717-00,VALVE-CHECKASY,Non-A,160,5043.0,806.88,USD,2019-09-16,2019-09-30,160,14.0,CHKVLF,2019-09,731.4658689148763
SD,19090206,400,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0644-00,VALVE-CHECK ASY,Non-A,350,3235.0,1132.25,USD,2019-09-16,2019-09-30,350,14.0,CHKVLF,2019-09,1026.4255280572931
SD,19090250,10,UK,Copeland Limited,510-0800-01,HVE VALVE ASMM,Non-A,1600,1045.0,1672.0,EUR,2019-09-17,2019-09-17,1600,0.0,CHKVLF,2019-09,1672.0
SD,19090257,120,UK,IFS Global Logistics Ltd,510-0413-00,VALVE-CHECK ROTALOCK ASSM,Non-A,200,2733.0,546.6,EUR,2019-09-27,2019-09-27,200,0.0,CHKVLF,2019-09,546.6
SD,19090257,130,UK,IFS Global Logistics Ltd,510-0413-00,VALVE-CHECK ROTALOCK ASSM,Non-A,200,2733.0,546.6,EUR,2019-09-27,2019-09-27,200,0.0,CHKVLF,2019-09,546.6
SD,19090257,160,UK,IFS Global Logistics Ltd,510-0643-00,VALVE-CHECKASY,Non-A,200,2119.0,423.8,EUR,2019-09-27,2019-09-27,200,0.0,CHKVLF,2019-09,423.8
SD,19090257,180,UK,IFS Global Logistics Ltd,510-0724-00,VALVE-HVE REED ASSM,Non-A,300,970.0,291.0,EUR,2019-09-27,2019-09-27,300,0.0,CHKVLF,2019-09,291.0
SD,19090257,200,UK,IFS Global Logistics Ltd,510-0801-01,HVE VALVE ASMM,Non-A,100,759.0,75.9,EUR,2019-09-27,2019-09-27,100,0.0,CHKVLF,2019-09,75.9
SD,19090263,10,USA,Emerson Commercial Residential Solution,503-0946-00,VALVE-LARGE PORT HVE REED ASSM,Non-A,1920,1210.0,2323.2,USD,2019-09-17,2019-09-17,640,0.0,CHKVLF,2019-09,2107.0197714493015
SD,19090263,10,USA,Emerson Commercial Residential Solution,503-0946-00,VALVE-LARGE PORT HVE REED ASSM,Non-A,1920,1210.0,2323.2,USD,2019-09-17,2019-09-17,1280,0.0,CHKVLF,2019-09,2107.0197714493015
SD,19090333,30,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0419-00,VALVE-CHECKASY,Non-A,150,4462.0,669.3,USD,2019-10-09,2019-10-09,150,0.0,CHKVLF,2019-10,609.5073308441854
SD,19090333,40,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0643-00,VALVE-CHECKASY,Non-A,350,3331.0,1165.85,USD,2019-10-09,2019-09-30,350,-9.0,CHKVLF,2019-10,1061.697477461069
SD,19090333,50,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0644-00,VALVE-CHECK ASY,Non-A,350,3235.0,1132.25,USD,2019-10-09,2019-10-09,350,0.0,CHKVLF,2019-10,1031.0991712958746
SD,19090333,60,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0671-00,VALVE-CHECKASY,Non-A,520,5283.0,2747.16,USD,2019-10-09,2019-10-09,520,0.0,CHKVLF,2019-10,2501.7393679992715
SD,19090333,70,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0717-00,VALVE-CHECKASY,Non-A,80,5043.0,403.44,USD,2019-10-09,2019-10-09,80,0.0,CHKVLF,2019-10,367.3982333120845
SD,19090333,80,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0723-00,VALVE-CHECKASY,Non-A,200,5283.0,1056.6,USD,2019-10-09,2019-10-09,200,0.0,CHKVLF,2019-10,962.2074492304889
SD,19090333,120,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0413-00,VALVE-CHECK ROTALOCK ASSM,Non-A,350,3830.0,1340.5,USD,2019-10-09,2019-09-30,350,-9.0,CHKVLF,2019-10,1220.7449230489026
SD,19090333,130,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0723-00,VALVE-CHECKASY,Non-A,100,5283.0,528.3,USD,2019-10-09,2019-10-09,100,0.0,CHKVLF,2019-10,481.10372461524446
SD,19090333,150,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0644-00,VALVE-CHECK ASY,Non-A,350,3235.0,1132.25,USD,2019-10-09,2019-10-09,350,0.0,CHKVLF,2019-10,1031.0991712958746
SD,19090333,190,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0643-00,VALVE-CHECKASY,Non-A,350,3331.0,1165.85,USD,2019-10-09,2019-09-30,350,-9.0,CHKVLF,2019-10,1061.697477461069
SD,19090333,200,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0671-00,VALVE-CHECKASY,Non-A,520,5283.0,2747.16,USD,2019-10-09,2019-10-09,520,0.0,CHKVLF,2019-10,2501.7393679992715
SD,19090333,260,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0419-00,VALVE-CHECKASY,Non-A,150,4462.0,669.3,USD,2019-10-09,2019-10-09,150,0.0,CHKVLF,2019-10,609.5073308441854
SD,19090333,270,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0644-00,VALVE-CHECK ASY,Non-A,350,3235.0,1132.25,USD,2019-10-09,2019-10-09,350,0.0,CHKVLF,2019-10,1031.0991712958746
SD,19090333,280,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0717-00,VALVE-CHECKASY,Non-A,160,5043.0,806.88,USD,2019-10-09,2019-10-09,160,0.0,CHKVLF,2019-10,734.796466624169
SD,19090333,300,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0717-00,VALVE-CHECKASY,Non-A,160,5043.0,806.88,USD,2019-10-09,2019-10-09,160,0.0,CHKVLF,2019-10,734.796466624169
SD,19090333,320,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0413-00,VALVE-CHECK ROTALOCK ASSM,Non-A,350,3830.0,1340.5,USD,2019-10-09,2019-09-30,350,-9.0,CHKVLF,2019-10,1220.7449230489026
SD,19090380,30,UK,IFS Global Logistics Ltd,510-0643-00,VALVE-CHECKASY,Non-A,200,2119.0,423.8,EUR,2019-09-27,2019-09-27,200,0.0,CHKVLF,2019-09,423.8
SD,19090380,40,UK,IFS Global Logistics Ltd,510-0801-01,HVE VALVE ASMM,Non-A,100,759.0,75.9,EUR,2019-09-27,2019-09-27,100,0.0,CHKVLF,2019-09,75.9
SD,19090380,50,UK,IFS Global Logistics Ltd,510-0801-01,HVE VALVE ASMM,Non-A,100,759.0,75.9,EUR,2019-09-27,2019-09-27,100,0.0,CHKVLF,2019-09,75.9
SD,19090380,60,UK,IFS Global Logistics Ltd,510-0801-01,HVE VALVE ASMM,Non-A,100,759.0,75.9,EUR,2019-09-27,2019-09-27,100,0.0,CHKVLF,2019-09,75.9
SD,19090380,70,UK,IFS Global Logistics Ltd,510-0801-01,HVE VALVE ASMM,Non-A,100,759.0,75.9,EUR,2019-09-27,2019-09-27,100,0.0,CHKVLF,2019-09,75.9
SD,19090381,40,UK,IFS Global Logistics Ltd,510-0643-00,VALVE-CHECKASY,Non-A,200,2119.0,423.8,EUR,2019-10-11,2019-10-11,200,0.0,CHKVLF,2019-10,423.8
SD,19090381,50,UK,IFS Global Logistics Ltd,510-0643-00,VALVE-CHECKASY,Non-A,200,2119.0,423.8,EUR,2019-10-11,2019-10-11,200,0.0,CHKVLF,2019-10,423.8
SD,19090381,60,UK,IFS Global Logistics Ltd,510-0644-00,VALVE-CHECK ASY,Non-A,200,2058.0,411.6,EUR,2019-10-11,2019-10-11,200,0.0,CHKVLF,2019-10,411.6
SD,19090381,70,UK,IFS Global Logistics Ltd,510-0800-01,HVE VALVE ASMM,Non-A,100,1045.0,104.5,EUR,2019-10-11,2019-10-11,100,0.0,CHKVLF,2019-10,104.5
SD,19090381,80,UK,IFS Global Logistics Ltd,510-0800-01,HVE VALVE ASMM,Non-A,100,1045.0,104.5,EUR,2019-10-11,2019-10-11,100,0.0,CHKVLF,2019-10,104.5
SD,19090381,90,UK,IFS Global Logistics Ltd,510-0800-01,HVE VALVE ASMM,Non-A,100,1045.0,104.5,EUR,2019-10-11,2019-10-11,100,0.0,CHKVLF,2019-10,104.5
SD,19090381,100,UK,IFS Global Logistics Ltd,510-0800-01,HVE VALVE ASMM,Non-A,100,1045.0,104.5,EUR,2019-10-11,2019-10-11,100,0.0,CHKVLF,2019-10,104.5
SD,19090381,110,UK,IFS Global Logistics Ltd,510-0800-01,HVE VALVE ASMM,Non-A,100,1045.0,104.5,EUR,2019-10-11,2019-10-11,100,0.0,CHKVLF,2019-10,104.5
SD,19090381,120,UK,IFS Global Logistics Ltd,510-0800-01,HVE VALVE ASMM,Non-A,100,1045.0,104.5,EUR,2019-10-11,2019-10-11,100,0.0,CHKVLF,2019-10,104.5
SD,19090381,130,UK,IFS Global Logistics Ltd,510-0801-01,HVE VALVE ASMM,Non-A,100,759.0,75.9,EUR,2019-10-11,2019-10-11,100,0.0,CHKVLF,2019-10,75.9
SD,19090382,70,UK,IFS Global Logistics Ltd,510-0419-00,VALVE-CHECKASY,Non-A,200,3174.0,634.8,EUR,2019-10-25,2019-10-25,200,0.0,CHKVLF,2019-10,634.8
SD,19090382,80,UK,IFS Global Logistics Ltd,510-0643-00,VALVE-CHECKASY,Non-A,200,2119.0,423.8,EUR,2019-10-25,2019-10-25,200,0.0,CHKVLF,2019-10,423.8
SD,19090382,90,UK,IFS Global Logistics Ltd,510-0643-00,VALVE-CHECKASY,Non-A,200,2119.0,423.8,EUR,2019-10-25,2019-10-25,200,0.0,CHKVLF,2019-10,423.8
SD,19090382,100,UK,IFS Global Logistics Ltd,510-0724-00,VALVE-HVE REED ASSM,Non-A,300,970.0,291.0,EUR,2019-10-25,2019-10-25,300,0.0,CHKVLF,2019-10,291.0
SD,19090382,110,UK,IFS Global Logistics Ltd,510-0800-01,HVE VALVE ASMM,Non-A,100,1045.0,104.5,EUR,2019-10-25,2019-10-25,100,0.0,CHKVLF,2019-10,104.5
SD,19090382,120,UK,IFS Global Logistics Ltd,510-0800-01,HVE VALVE ASMM,Non-A,100,1045.0,104.5,EUR,2019-10-25,2019-10-25,100,0.0,CHKVLF,2019-10,104.5
SD,19090382,130,UK,IFS Global Logistics Ltd,510-0801-01,HVE VALVE ASMM,Non-A,100,759.0,75.9,EUR,2019-10-25,2019-10-25,100,0.0,CHKVLF,2019-10,75.9
SD,19090382,140,UK,IFS Global Logistics Ltd,510-0801-01,HVE VALVE ASMM,Non-A,100,759.0,75.9,EUR,2019-10-25,2019-10-25,100,0.0,CHKVLF,2019-10,75.9
SD,19090393,320,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,VALVE-CHECKASY,Non-A,40,3924.0,156.96,EUR,2019-10-11,2019-10-11,40,0.0,CHKVLF,2019-10,156.96
SD,19090393,330,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,VALVE-CHECKASY,Non-A,40,3924.0,156.96,EUR,2019-10-11,2019-10-11,40,0.0,CHKVLF,2019-10,156.96
SD,19090393,340,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,VALVE-CHECKASY,Non-A,40,3924.0,156.96,EUR,2019-10-11,2019-10-11,40,0.0,CHKVLF,2019-10,156.96
SD,19090393,350,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,VALVE-CHECKASY,Non-A,40,3924.0,156.96,EUR,2019-10-11,2019-10-11,40,0.0,CHKVLF,2019-10,156.96
SD,19090393,360,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,VALVE-CHECKASY,Non-A,40,3924.0,156.96,EUR,2019-10-11,2019-10-11,40,0.0,CHKVLF,2019-10,156.96
SD,19090393,370,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,VALVE-CHECKASY,Non-A,40,3924.0,156.96,EUR,2019-10-11,2019-10-11,40,0.0,CHKVLF,2019-10,156.96
SD,19090393,380,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,VALVE-CHECKASY,Non-A,40,3924.0,156.96,EUR,2019-10-11,2019-10-11,40,0.0,CHKVLF,2019-10,156.96
SD,19090393,390,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,VALVE-CHECKASY,Non-A,40,3924.0,156.96,EUR,2019-10-11,2019-10-11,40,0.0,CHKVLF,2019-10,156.96
SD,19090393,400,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,VALVE-CHECKASY,Non-A,40,3924.0,156.96,EUR,2019-10-11,2019-10-11,40,0.0,CHKVLF,2019-10,156.96
SD,19090393,410,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,VALVE-CHECKASY,Non-A,40,3924.0,156.96,EUR,2019-10-11,2019-10-11,40,0.0,CHKVLF,2019-10,156.96
SD,19090409,10,USA,Emerson Commercial Residential Solution,510-0817-00,VALVE CHECK ASSM,Non-A,3600,3249.0,11696.4,USD,2019-09-27,2019-09-27,1800,0.0,CHKVLF,2019-09,10696.296296296296
SD,19090429,10,UK,Copeland Limited,510-0635-00,HVE ASSEMBLY,Non-A,2100,661.0,1388.1,EUR,2019-09-27,2019-09-27,2100,0.0,CHKVLF,2019-09,1388.1
SD,19090429,20,UK,Copeland Limited,510-0644-00,VALVE-CHECK ASY,Non-A,400,2058.0,823.2,EUR,2019-09-27,2019-09-27,400,0.0,CHKVLF,2019-09,823.2
SD,19090429,30,UK,Copeland Limited,510-0728-01,VALVE-LARGE PORT HVE REED ASSM,Non-A,300,838.0,251.4,EUR,2019-09-27,2019-09-27,300,0.0,CHKVLF,2019-09,251.4
SD,19090453,10,USA,Emerson Commercial Residential Solution,503-0946-00,VALVE-LARGE PORT HVE REED ASSM,Non-A,1600,1210.0,1936.0,USD,2019-10-04,2019-10-04,640,0.0,CHKVLF,2019-10,1763.3664268148284
