,DOCTYPE,DOCNUM,ITEMNUM,COUNTRY,GRCNAME1,MATERIAL,MTEXT,BRANCH,QUANTITY,SPRICE,GRANDTOTAL,CURRENCY,DUE_DATE,DELIVERED_DATE,DELIVERED_QTY,LATENCY_SHARE,GROUP,Period,GRANDTOTAL_NEW
21763,SD,18070152,110,UK,IFS Global Logistics Ltd,510-0413-00,VALVE-CHECK ROTALOCK ASSM,Non-A,200,2747.0,549.4,EUR,2018-07-20,2018-07-20,200,0.0,CHKVLF,2018-07,549.4
21764,SD,18070152,120,UK,IFS Global Logistics Ltd,510-0419-00,VALVE-CHECKASY,Non-A,200,3190.0,638.0,EUR,2018-07-20,2018-07-20,200,0.0,CHKVLF,2018-07,638.0
21765,SD,18070152,130,UK,IFS Global Logistics Ltd,510-0635-00,HVE ASSEMBLY,Non-A,300,665.0,199.5,EUR,2018-07-20,2018-07-20,300,0.0,CHKVLF,2018-07,199.5
21766,SD,18070152,140,UK,IFS Global Logistics Ltd,510-0643-00,VALVE-CHECKASY,Non-A,200,2130.0,426.0,EUR,2018-07-20,2018-07-20,200,0.0,CHKVLF,2018-07,426.0
21767,SD,18070152,150,UK,IFS Global Logistics Ltd,510-0728-01,VALVE-LARGE PORT HVE REED ASSM,Non-A,300,842.0,252.6,EUR,2018-07-20,2018-07-20,300,0.0,CHKVLF,2018-07,252.6
22302,SD,18070217,150,UK,IFS Global Logistics Ltd,510-0413-00,VALVE-CHECK ROTALOCK ASSM,Non-A,200,2747.0,549.4,EUR,2018-07-27,2018-07-27,200,0.0,CHKVLF,2018-07,549.4
22303,SD,18070217,160,UK,IFS Global Logistics Ltd,510-0413-00,VALVE-CHECK ROTALOCK ASSM,Non-A,200,2747.0,549.4,EUR,2018-07-27,2018-07-27,200,0.0,CHKVLF,2018-07,549.4
22304,SD,18070217,170,UK,IFS Global Logistics Ltd,510-0419-00,VALVE-CHECKASY,Non-A,200,3190.0,638.0,EUR,2018-07-27,2018-07-27,200,0.0,CHKVLF,2018-07,638.0
22305,SD,18070217,180,UK,IFS Global Logistics Ltd,510-0635-00,HVE ASSEMBLY,Non-A,300,665.0,199.5,EUR,2018-07-27,2018-07-27,300,0.0,CHKVLF,2018-07,199.5
22306,SD,18070217,190,UK,IFS Global Logistics Ltd,510-0643-00,VALVE-CHECKASY,Non-A,200,2130.0,426.0,EUR,2018-07-27,2018-07-27,200,0.0,CHKVLF,2018-07,426.0
22307,SD,18070217,200,UK,IFS Global Logistics Ltd,510-0723-00,VALVE-CHECKASY,Non-A,50,3989.0,199.45,EUR,2018-07-27,2018-07-27,50,0.0,CHKVLF,2018-07,199.45
22308,SD,18070217,210,UK,IFS Global Logistics Ltd,510-0724-00,VALVE-HVE REED ASSM,Non-A,300,975.0,292.5,EUR,2018-07-27,2018-07-27,300,0.0,CHKVLF,2018-07,292.5
22309,SD,18070217,220,UK,IFS Global Logistics Ltd,510-0800-01,HVE VALVE ASMM,Non-A,100,1051.0,105.1,EUR,2018-07-27,2018-07-27,100,0.0,CHKVLF,2018-07,105.1
22310,SD,18070217,230,UK,IFS Global Logistics Ltd,510-0800-01,HVE VALVE ASMM,Non-A,100,1051.0,105.1,EUR,2018-07-27,2018-07-27,100,0.0,CHKVLF,2018-07,105.1
22311,SD,18070217,240,UK,IFS Global Logistics Ltd,510-0800-01,HVE VALVE ASMM,Non-A,100,1051.0,105.1,EUR,2018-07-27,2018-07-27,100,0.0,CHKVLF,2018-07,105.1
22312,SD,18070217,250,UK,IFS Global Logistics Ltd,510-0800-01,HVE VALVE ASMM,Non-A,100,1051.0,105.1,EUR,2018-07-27,2018-07-27,100,0.0,CHKVLF,2018-07,105.1
22406,SD,18070227,260,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,VALVE-CHECKASY,Non-A,40,3943.0,157.72,EUR,2018-07-27,2018-07-27,40,0.0,CHKVLF,2018-07,157.72
22407,SD,18070227,270,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,VALVE-CHECKASY,Non-A,40,3943.0,157.72,EUR,2018-07-27,2018-07-27,40,0.0,CHKVLF,2018-07,157.72
22408,SD,18070227,280,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,VALVE-CHECKASY,Non-A,40,3943.0,157.72,EUR,2018-07-27,2018-07-27,40,0.0,CHKVLF,2018-07,157.72
22409,SD,18070227,290,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,VALVE-CHECKASY,Non-A,40,3943.0,157.72,EUR,2018-07-27,2018-07-27,40,0.0,CHKVLF,2018-07,157.72
22410,SD,18070227,300,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,VALVE-CHECKASY,Non-A,40,3943.0,157.72,EUR,2018-07-27,2018-07-27,40,0.0,CHKVLF,2018-07,157.72
22411,SD,18070227,310,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,VALVE-CHECKASY,Non-A,40,3943.0,157.72,EUR,2018-07-27,2018-07-27,40,0.0,CHKVLF,2018-07,157.72
22479,SD,18070265,60,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0671-00,VALVE-CHECKASY,Non-A,360,5283.0,1901.88,USD,2018-08-02,2018-08-02,360,0.0,CHKVLF,2018-08,1637.1524489971594
22480,SD,18070265,70,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0671-00,VALVE-CHECKASY,Non-A,240,5283.0,1267.92,USD,2018-08-02,2018-08-02,240,0.0,CHKVLF,2018-08,1091.4349659981062
22485,SD,18070265,120,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0671-00,VALVE-CHECKASY,Non-A,120,5283.0,633.96,USD,2018-08-02,2018-08-02,120,0.0,CHKVLF,2018-08,545.7174829990531
22488,SD,18070265,150,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0671-00,VALVE-CHECKASY,Non-A,240,5283.0,1267.92,USD,2018-08-02,2018-08-02,240,0.0,CHKVLF,2018-08,1091.4349659981062
22492,SD,18070268,10,USA,SCROLL COMPRESSORS LLC PLANT9,503-0946-00,VALVE-LARGE PORT HVE REED ASSM,Non-A,1280,1210.0,1548.8,USD,2018-07-31,2018-07-31,1280,0.0,CHKVLF,2018-07,1319.7000681663258
22493,SD,18070268,20,USA,SCROLL COMPRESSORS LLC PLANT9,503-0946-00,VALVE-LARGE PORT HVE REED ASSM,Non-A,1280,1210.0,1548.8,USD,2018-07-31,2018-07-31,1280,0.0,CHKVLF,2018-07,1319.7000681663258
22494,SD,18070268,30,USA,SCROLL COMPRESSORS LLC PLANT9,503-0946-00,VALVE-LARGE PORT HVE REED ASSM,Non-A,1280,1210.0,1548.8,USD,2018-07-31,2018-07-31,1280,0.0,CHKVLF,2018-07,1319.7000681663258
22495,SD,18070268,40,USA,SCROLL COMPRESSORS LLC PLANT9,503-0946-00,VALVE-LARGE PORT HVE REED ASSM,Non-A,1280,1210.0,1548.8,USD,2018-07-31,2018-07-31,1280,0.0,CHKVLF,2018-07,1319.7000681663258
22496,SD,18070269,10,USA,SCROLL COMPRESSORS LLC PLANT9,510-0817-00,VALVE CHECK ASSM,Non-A,1800,3249.0,5848.2,USD,2018-08-02,2018-08-02,1800,0.0,CHKVLF,2018-08,5034.1740552638375
22540,SD,18070288,90,UK,IFS Global Logistics Ltd,036-1302-00,ROTALOC FITTING DICHARGE,Non-A,50,2585.0,129.25,EUR,2018-08-03,2018-08-03,50,0.0,CHKVLF,2018-08,129.25
22541,SD,18070288,100,UK,IFS Global Logistics Ltd,036-1302-00,ROTALOC FITTING DICHARGE,Non-A,50,2585.0,129.25,EUR,2018-08-03,2018-08-03,50,0.0,CHKVLF,2018-08,129.25
22542,SD,18070288,110,UK,IFS Global Logistics Ltd,036-1302-00,ROTALOC FITTING DICHARGE,Non-A,50,2585.0,129.25,EUR,2018-08-03,2018-08-03,50,0.0,CHKVLF,2018-08,129.25
22544,SD,18070288,130,UK,IFS Global Logistics Ltd,510-0413-00,VALVE-CHECK ROTALOCK ASSM,Non-A,200,2747.0,549.4,EUR,2018-08-03,2018-08-03,200,0.0,CHKVLF,2018-08,549.4
22545,SD,18070288,140,UK,IFS Global Logistics Ltd,510-0413-00,VALVE-CHECK ROTALOCK ASSM,Non-A,200,2747.0,549.4,EUR,2018-08-03,2018-08-03,200,0.0,CHKVLF,2018-08,549.4
22546,SD,18070288,150,UK,IFS Global Logistics Ltd,510-0413-00,VALVE-CHECK ROTALOCK ASSM,Non-A,200,2747.0,549.4,EUR,2018-08-03,2018-08-03,200,0.0,CHKVLF,2018-08,549.4
22547,SD,18070288,160,UK,IFS Global Logistics Ltd,510-0413-00,VALVE-CHECK ROTALOCK ASSM,Non-A,200,2747.0,549.4,EUR,2018-08-03,2018-08-03,200,0.0,CHKVLF,2018-08,549.4
22548,SD,18070288,170,UK,IFS Global Logistics Ltd,510-0723-00,VALVE-CHECKASY,Non-A,50,3989.0,199.45,EUR,2018-08-03,2018-08-03,50,0.0,CHKVLF,2018-08,199.45
22549,SD,18070288,180,UK,IFS Global Logistics Ltd,510-0723-00,VALVE-CHECKASY,Non-A,50,3989.0,199.45,EUR,2018-08-03,2018-08-03,50,0.0,CHKVLF,2018-08,199.45
22550,SD,18070288,190,UK,IFS Global Logistics Ltd,510-0723-00,VALVE-CHECKASY,Non-A,50,3989.0,199.45,EUR,2018-08-03,2018-08-03,50,0.0,CHKVLF,2018-08,199.45
22551,SD,18070288,200,UK,IFS Global Logistics Ltd,510-0800-01,HVE VALVE ASMM,Non-A,100,1051.0,105.1,EUR,2018-08-03,2018-08-03,100,0.0,CHKVLF,2018-08,105.1
22552,SD,18070288,210,UK,IFS Global Logistics Ltd,510-0800-01,HVE VALVE ASMM,Non-A,100,1051.0,105.1,EUR,2018-08-03,2018-08-03,100,0.0,CHKVLF,2018-08,105.1
22557,SD,18070289,50,UK,IFS Global Logistics Ltd,510-0413-00,VALVE-CHECK ROTALOCK ASSM,Non-A,200,2747.0,549.4,EUR,2018-08-03,2018-08-03,200,0.0,CHKVLF,2018-08,549.4
22558,SD,18070289,60,UK,IFS Global Logistics Ltd,510-0635-00,HVE ASSEMBLY,Non-A,300,665.0,199.5,EUR,2018-08-03,2018-08-31,300,28.0,CHKVLF,2018-08,199.5
22559,SD,18070289,70,UK,IFS Global Logistics Ltd,510-0643-00,VALVE-CHECKASY,Non-A,200,2130.0,426.0,EUR,2018-08-03,2018-08-03,200,0.0,CHKVLF,2018-08,426.0
22560,SD,18070289,80,UK,IFS Global Logistics Ltd,510-0643-00,VALVE-CHECKASY,Non-A,200,2130.0,426.0,EUR,2018-08-03,2018-08-03,200,0.0,CHKVLF,2018-08,426.0
22729,SD,18070314,450,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,VALVE-CHECKASY,Non-A,40,3943.0,157.72,EUR,2018-08-10,2018-08-10,40,0.0,CHKVLF,2018-08,157.72
22730,SD,18070314,460,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,VALVE-CHECKASY,Non-A,40,3943.0,157.72,EUR,2018-08-10,2018-08-10,40,0.0,CHKVLF,2018-08,157.72
22731,SD,18070314,470,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,VALVE-CHECKASY,Non-A,40,3943.0,157.72,EUR,2018-08-10,2018-08-10,40,0.0,CHKVLF,2018-08,157.72
22732,SD,18070314,480,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,VALVE-CHECKASY,Non-A,40,3943.0,157.72,EUR,2018-08-10,2018-08-10,40,0.0,CHKVLF,2018-08,157.72
23260,SD,18080013,10,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0644-00,VALVE-CHECK ASY,Non-A,350,3235.0,1132.25,USD,2018-08-07,2018-08-07,150,0.0,CHKVLF,2018-08,975.9093259782796
23261,SD,18080013,10,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0644-00,VALVE-CHECK ASY,Non-A,350,3235.0,1132.25,USD,2018-08-07,2018-08-07,200,0.0,CHKVLF,2018-08,975.9093259782796
23280,SD,18080019,70,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,036-1302-00,ROTALOC FITTING DICHARGE,Non-A,50,3753.0,187.65,USD,2018-08-14,2018-08-14,50,0.0,CHKVLF,2018-08,164.51867438190428
23286,SD,18080019,120,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0671-00,VALVE-CHECKASY,Non-A,240,5283.0,1267.92,USD,2018-08-14,2018-08-14,240,0.0,CHKVLF,2018-08,1111.625460284061
23287,SD,18080019,130,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0717-00,VALVE-CHECKASY,Non-A,160,5043.0,806.88,USD,2018-08-14,2018-08-14,160,0.0,CHKVLF,2018-08,707.4171488690163
23289,SD,18080019,150,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,036-1302-00,ROTALOC FITTING DICHARGE,Non-A,50,3753.0,187.65,USD,2018-08-14,2018-08-14,50,0.0,CHKVLF,2018-08,164.51867438190428
23290,SD,18080019,160,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0671-00,VALVE-CHECKASY,Non-A,120,5283.0,633.96,USD,2018-08-14,2018-08-14,120,0.0,CHKVLF,2018-08,555.8127301420305
23294,SD,18080019,200,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0671-00,VALVE-CHECKASY,Non-A,120,5283.0,633.96,USD,2018-08-14,2018-08-14,120,0.0,CHKVLF,2018-08,555.8127301420305
23295,SD,18080019,210,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0717-00,VALVE-CHECKASY,Non-A,160,5043.0,806.88,USD,2018-08-14,2018-08-14,160,0.0,CHKVLF,2018-08,707.4171488690163
23301,SD,18080019,270,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0671-00,VALVE-CHECKASY,Non-A,120,5283.0,633.96,USD,2018-08-14,2018-08-14,120,0.0,CHKVLF,2018-08,555.8127301420305
23304,SD,18080019,300,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0419-00,VALVE-CHECKASY,Non-A,300,4462.0,1338.6,USD,2018-08-14,2018-08-14,300,0.0,CHKVLF,2018-08,1173.5928458705944
23305,SD,18080019,310,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0643-00,VALVE-CHECKASY,Non-A,350,3331.0,1165.85,USD,2018-08-14,2018-08-14,350,0.0,CHKVLF,2018-08,1022.1374715062248
23306,SD,18080019,320,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0644-00,VALVE-CHECK ASY,Non-A,1050,3235.0,3396.75,USD,2018-08-14,2018-08-14,1050,0.0,CHKVLF,2018-08,2978.0378748027356
23307,SD,18080019,330,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0723-00,VALVE-CHECKASY,Non-A,200,5283.0,1056.6,USD,2018-08-14,2018-08-14,200,0.0,CHKVLF,2018-08,926.3545502367174
23309,SD,18080019,360,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,036-1302-00,ROTALOC FITTING DICHARGE,Non-A,50,3753.0,187.65,USD,2018-08-14,2018-08-14,50,0.0,CHKVLF,2018-08,164.51867438190428
23312,SD,18080019,390,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0413-00,VALVE-CHECK ROTALOCK ASSM,Non-A,350,3830.0,1340.5,USD,2018-08-14,2018-08-14,350,0.0,CHKVLF,2018-08,1175.2586358057163
23313,SD,18080019,400,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0643-00,VALVE-CHECKASY,Non-A,350,3331.0,1165.85,USD,2018-08-14,2018-08-14,350,0.0,CHKVLF,2018-08,1022.1374715062248
23314,SD,18080019,410,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0723-00,VALVE-CHECKASY,Non-A,100,5283.0,528.3,USD,2018-08-14,2018-08-14,100,0.0,CHKVLF,2018-08,463.1772751183587
23319,SD,18080019,450,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0717-00,VALVE-CHECKASY,Non-A,160,5043.0,806.88,USD,2018-08-14,2018-08-14,160,0.0,CHKVLF,2018-08,707.4171488690163
23321,SD,18080019,470,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0643-00,VALVE-CHECKASY,Non-A,350,3331.0,1165.85,USD,2018-08-14,2018-08-14,350,0.0,CHKVLF,2018-08,1022.1374715062248
23322,SD,18080019,480,USA,EMERSONCLIM.TEC.(U.S.A)PLANT08,510-0644-00,VALVE-CHECK ASY,Non-A,350,3235.0,1132.25,USD,2018-08-14,2018-08-14,350,0.0,CHKVLF,2018-08,992.6792916009118
23330,SD,18080021,10,USA,SCROLL COMPRESSORS LLC PLANT9,510-0817-00,VALVE CHECK ASSM,Non-A,1800,3249.0,5848.2,USD,2018-08-14,2018-08-14,1800,0.0,CHKVLF,2018-08,5127.3014203051025
23335,SD,18080021,60,USA,SCROLL COMPRESSORS LLC PLANT9,503-0946-00,VALVE-LARGE PORT HVE REED ASSM,Non-A,3840,1210.0,4646.4,USD,2018-08-14,2018-08-14,3840,0.0,CHKVLF,2018-08,4073.645449763282
23419,SD,18080030,20,TH,EMERSON ELECTRIC (THAILAND) LIMITED,510-0644-00,VALVE-CHECK ASY,Non-A,100,3235.0,323.5,USD,2018-08-07,2018-08-07,100,0.0,CHKVLF,2018-08,278.83123599379417
23420,SD,18080030,30,TH,EMERSON ELECTRIC (THAILAND) LIMITED,510-0419-00,VALVE-CHECKASY,Non-A,100,4462.0,446.2,USD,2018-08-07,2018-08-07,100,0.0,CHKVLF,2018-08,384.58886398896743
23665,SD,18080045,40,UK,IFS Global Logistics Ltd,510-0419-00,VALVE-CHECKASY,Non-A,200,3190.0,638.0,EUR,2018-08-17,2018-08-17,200,0.0,CHKVLF,2018-08,638.0
23680,SD,18080046,150,UK,IFS Global Logistics Ltd,510-0413-00,VALVE-CHECK ROTALOCK ASSM,Non-A,200,2747.0,549.4,EUR,2018-08-17,2018-08-17,200,0.0,CHKVLF,2018-08,549.4
23681,SD,18080046,160,UK,IFS Global Logistics Ltd,510-0413-00,VALVE-CHECK ROTALOCK ASSM,Non-A,200,2747.0,549.4,EUR,2018-08-17,2018-09-07,200,21.0,CHKVLF,2018-08,549.4
23682,SD,18080046,170,UK,IFS Global Logistics Ltd,510-0413-00,VALVE-CHECK ROTALOCK ASSM,Non-A,200,2747.0,549.4,EUR,2018-08-17,2018-09-07,200,21.0,CHKVLF,2018-08,549.4
23683,SD,18080046,180,UK,IFS Global Logistics Ltd,510-0419-00,VALVE-CHECKASY,Non-A,200,3190.0,638.0,EUR,2018-08-17,2018-08-17,200,0.0,CHKVLF,2018-08,638.0
23684,SD,18080046,190,UK,IFS Global Logistics Ltd,510-0635-00,HVE ASSEMBLY,Non-A,300,665.0,199.5,EUR,2018-08-17,2018-08-31,300,14.0,CHKVLF,2018-08,199.5
23685,SD,18080046,200,UK,IFS Global Logistics Ltd,510-0635-00,HVE ASSEMBLY,Non-A,300,665.0,199.5,EUR,2018-08-17,2018-09-07,300,21.0,CHKVLF,2018-08,199.5
23686,SD,18080046,210,UK,IFS Global Logistics Ltd,510-0635-00,HVE ASSEMBLY,Non-A,300,665.0,199.5,EUR,2018-08-17,2018-09-07,300,21.0,CHKVLF,2018-08,199.5
23687,SD,18080046,220,UK,IFS Global Logistics Ltd,510-0644-00,VALVE-CHECK ASY,Non-A,200,2069.0,413.8,EUR,2018-08-17,2018-08-17,200,0.0,CHKVLF,2018-08,413.8
23688,SD,18080046,230,UK,IFS Global Logistics Ltd,510-0723-00,VALVE-CHECKASY,Non-A,50,3989.0,199.45,EUR,2018-08-17,2018-08-17,50,0.0,CHKVLF,2018-08,199.45
23689,SD,18080046,240,UK,IFS Global Logistics Ltd,510-0723-00,VALVE-CHECKASY,Non-A,50,3989.0,199.45,EUR,2018-08-17,2018-08-17,50,0.0,CHKVLF,2018-08,199.45
23690,SD,18080046,250,UK,IFS Global Logistics Ltd,510-0723-00,VALVE-CHECKASY,Non-A,50,3989.0,199.45,EUR,2018-08-17,2018-08-17,50,0.0,CHKVLF,2018-08,199.45
23691,SD,18080046,260,UK,IFS Global Logistics Ltd,510-0800-01,HVE VALVE ASMM,Non-A,100,1051.0,105.1,EUR,2018-08-17,2018-08-17,100,0.0,CHKVLF,2018-08,105.1
23726,SD,18080059,20,TH,EMERSON ELECTRIC (THAILAND) LIMITED,510-0643-00,VALVE-CHECKASY,Non-A,200,3331.0,666.2,USD,2018-09-04,2018-09-04,200,0.0,CHKVLF,2018-09,576.1978896384709
23742,SD,18080059,180,TH,EMERSON ELECTRIC (THAILAND) LIMITED,036-0829-00,FITTING - DISCHARGE,Non-A,600,3007.0,1804.2,USD,2018-09-04,2018-09-04,600,0.0,CHKVLF,2018-09,1560.4566683964713
24007,SD,18080119,20,TH,EMERSON ELECTRIC (THAILAND) LIMITED,036-0829-00,FITTING - DISCHARGE,Non-A,200,3007.0,601.4,USD,2018-08-17,2018-08-17,200,0.0,CHKVLF,2018-08,527.9606707049425
24025,SD,18080120,180,UK,IFS Global Logistics Ltd,036-1302-00,ROTALOC FITTING DICHARGE,Non-A,50,2585.0,129.25,EUR,2018-08-17,2018-08-17,50,0.0,CHKVLF,2018-08,129.25
24026,SD,18080120,190,UK,IFS Global Logistics Ltd,036-1302-00,ROTALOC FITTING DICHARGE,Non-A,50,2585.0,129.25,EUR,2018-08-17,2018-08-17,50,0.0,CHKVLF,2018-08,129.25
24029,SD,18080120,220,UK,IFS Global Logistics Ltd,510-0413-00,VALVE-CHECK ROTALOCK ASSM,Non-A,200,2747.0,549.4,EUR,2018-08-17,2018-09-07,200,21.0,CHKVLF,2018-08,549.4
24030,SD,18080120,230,UK,IFS Global Logistics Ltd,510-0413-00,VALVE-CHECK ROTALOCK ASSM,Non-A,200,2747.0,549.4,EUR,2018-08-17,2018-09-07,200,21.0,CHKVLF,2018-08,549.4
24031,SD,18080120,240,UK,IFS Global Logistics Ltd,510-0413-00,VALVE-CHECK ROTALOCK ASSM,Non-A,200,2747.0,549.4,EUR,2018-08-17,2018-09-07,200,21.0,CHKVLF,2018-08,549.4
24032,SD,18080120,250,UK,IFS Global Logistics Ltd,510-0413-00,VALVE-CHECK ROTALOCK ASSM,Non-A,200,2747.0,549.4,EUR,2018-08-17,2018-09-07,200,21.0,CHKVLF,2018-08,549.4
24033,SD,18080120,260,UK,IFS Global Logistics Ltd,510-0419-00,VALVE-CHECKASY,Non-A,200,3190.0,638.0,EUR,2018-08-17,2018-08-17,200,0.0,CHKVLF,2018-08,638.0
24034,SD,18080120,270,UK,IFS Global Logistics Ltd,510-0419-00,VALVE-CHECKASY,Non-A,200,3190.0,638.0,EUR,2018-08-17,2018-08-17,200,0.0,CHKVLF,2018-08,638.0
24035,SD,18080120,280,UK,IFS Global Logistics Ltd,510-0635-00,HVE ASSEMBLY,Non-A,300,665.0,199.5,EUR,2018-08-17,2018-09-07,300,21.0,CHKVLF,2018-08,199.5
24036,SD,18080120,290,UK,IFS Global Logistics Ltd,510-0635-00,HVE ASSEMBLY,Non-A,300,665.0,199.5,EUR,2018-08-17,2018-09-07,300,21.0,CHKVLF,2018-08,199.5
24037,SD,18080120,300,UK,IFS Global Logistics Ltd,510-0635-00,HVE ASSEMBLY,Non-A,300,665.0,199.5,EUR,2018-08-17,2018-09-07,300,21.0,CHKVLF,2018-08,199.5
24038,SD,18080120,310,UK,IFS Global Logistics Ltd,510-0643-00,VALVE-CHECKASY,Non-A,200,2130.0,426.0,EUR,2018-08-17,2018-08-17,200,0.0,CHKVLF,2018-08,426.0
24039,SD,18080120,320,UK,IFS Global Logistics Ltd,510-0644-00,VALVE-CHECK ASY,Non-A,200,2069.0,413.8,EUR,2018-08-17,2018-08-17,200,0.0,CHKVLF,2018-08,413.8
24040,SD,18080120,330,UK,IFS Global Logistics Ltd,510-0723-00,VALVE-CHECKASY,Non-A,50,3989.0,199.45,EUR,2018-08-17,2018-08-17,50,0.0,CHKVLF,2018-08,199.45
24041,SD,18080120,340,UK,IFS Global Logistics Ltd,510-0723-00,VALVE-CHECKASY,Non-A,50,3989.0,199.45,EUR,2018-08-17,2018-08-17,50,0.0,CHKVLF,2018-08,199.45
24042,SD,18080120,350,UK,IFS Global Logistics Ltd,510-0728-01,VALVE-LARGE PORT HVE REED ASSM,Non-A,300,842.0,252.6,EUR,2018-08-17,2018-08-17,300,0.0,CHKVLF,2018-08,252.6
24043,SD,18080120,360,UK,IFS Global Logistics Ltd,510-0800-01,HVE VALVE ASMM,Non-A,100,1051.0,105.1,EUR,2018-08-17,2018-08-17,100,0.0,CHKVLF,2018-08,105.1
24044,SD,18080120,370,UK,IFS Global Logistics Ltd,510-0800-01,HVE VALVE ASMM,Non-A,100,1051.0,105.1,EUR,2018-08-17,2018-08-17,100,0.0,CHKVLF,2018-08,105.1
24045,SD,18080120,380,UK,IFS Global Logistics Ltd,510-0800-01,HVE VALVE ASMM,Non-A,100,1051.0,105.1,EUR,2018-08-17,2018-08-17,100,0.0,CHKVLF,2018-08,105.1
24046,SD,18080120,390,UK,IFS Global Logistics Ltd,510-0800-01,HVE VALVE ASMM,Non-A,100,1051.0,105.1,EUR,2018-08-17,2018-08-17,100,0.0,CHKVLF,2018-08,105.1
24047,SD,18080120,400,UK,IFS Global Logistics Ltd,510-0800-01,HVE VALVE ASMM,Non-A,100,1051.0,105.1,EUR,2018-08-17,2018-08-31,100,14.0,CHKVLF,2018-08,105.1
24048,SD,18080120,410,UK,IFS Global Logistics Ltd,510-0800-01,HVE VALVE ASMM,Non-A,100,1051.0,105.1,EUR,2018-08-17,2018-08-31,100,14.0,CHKVLF,2018-08,105.1
24049,SD,18080120,420,UK,IFS Global Logistics Ltd,510-0800-01,HVE VALVE ASMM,Non-A,100,1051.0,105.1,EUR,2018-08-17,2018-08-31,100,14.0,CHKVLF,2018-08,105.1
24050,SD,18080120,430,UK,IFS Global Logistics Ltd,510-0800-01,HVE VALVE ASMM,Non-A,100,1051.0,105.1,EUR,2018-08-17,2018-08-31,100,14.0,CHKVLF,2018-08,105.1
24051,SD,18080120,440,UK,IFS Global Logistics Ltd,510-0800-01,HVE VALVE ASMM,Non-A,100,1051.0,105.1,EUR,2018-08-17,2018-08-31,100,14.0,CHKVLF,2018-08,105.1
24052,SD,18080120,450,UK,IFS Global Logistics Ltd,510-0800-01,HVE VALVE ASMM,Non-A,100,1051.0,105.1,EUR,2018-08-17,2018-08-31,100,14.0,CHKVLF,2018-08,105.1
24055,SD,18080121,30,UK,IFS Global Logistics Ltd,510-0413-00,VALVE-CHECK ROTALOCK ASSM,Non-A,200,2747.0,549.4,EUR,2018-08-31,2018-09-07,200,7.0,CHKVLF,2018-08,549.4
24056,SD,18080121,40,UK,IFS Global Logistics Ltd,510-0413-00,VALVE-CHECK ROTALOCK ASSM,Non-A,200,2747.0,549.4,EUR,2018-08-31,2018-09-07,200,7.0,CHKVLF,2018-08,549.4
24057,SD,18080121,50,UK,IFS Global Logistics Ltd,510-0635-00,HVE ASSEMBLY,Non-A,300,665.0,199.5,EUR,2018-08-31,2018-09-07,300,7.0,CHKVLF,2018-08,199.5
24058,SD,18080121,60,UK,IFS Global Logistics Ltd,510-0728-01,VALVE-LARGE PORT HVE REED ASSM,Non-A,300,842.0,252.6,EUR,2018-08-31,2018-08-31,300,0.0,CHKVLF,2018-08,252.6
24059,SD,18080121,70,UK,IFS Global Logistics Ltd,510-0801-01,HVE VALVE ASMM,Non-A,100,763.0,76.3,EUR,2018-08-31,2018-08-31,100,0.0,CHKVLF,2018-08,76.3
